FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF
1997/98,S08000022, ,0-17 years,Female,Total,d,45,136.28,d,45,136.28,d
1997/98,S08000022, ,18-24 years,Male,Total,d,110,961.37,d,80,699.18,d
1997/98,S08000022, ,18-24 years,Female,Total,d,70,695.83,d,55,546.72,d
1997/98,S08000022, ,25-39 years,Male,Total,d,365,1141.91,d,250,782.13,d
1997/98,S08000022, ,25-39 years,Female,Total,d,290,905.66,d,195,608.98,d
1997/98,S08000022, ,40-64 years,Male,Total,d,620,1284.84,d,405,839.29,d
1997/98,S08000022, ,40-64 years,Female,Total,d,385,786.84,d,255,521.15,d
1997/98,S08000022, ,65plus years,Male,Total,d,415,2049.99,d,250,1234.93,d
1997/98,S08000022, ,65plus years,Female,Total,d,505,1724.96,d,335,1144.28,d
1997/98,S08000024, ,0-17 years,Male,Total,d,135,162.72,d,120,144.64,d
1997/98,S08000024, ,0-17 years,Female,Total,d,100,125.81,d,75,94.36,d
1997/98,S08000024, ,18-24 years,Male,Total,d,235,629.44,d,175,468.73,d
1997/98,S08000024, ,18-24 years,Female,Total,d,195,510.39,d,125,327.17,d
1997/98,S08000024, ,25-39 years,Male,Total,d,830,890.19,d,545,584.52,d
1997/98,S08000024, ,25-39 years,Female,Total,d,930,955.38,d,525,539.33,d
1997/98,S08000024, ,40-64 years,Male,Total,d,1035,951.25,d,645,592.81,d
1997/98,S08000024, ,40-64 years,Female,Total,d,840,735.33,d,525,459.58,d
1997/98,S08000024, ,65plus years,Male,Total,d,815,1830.19,d,505,1134.04,d
1997/98,S08000024, ,65plus years,Female,Total,d,1320,1923.13,d,875,1274.8,d
1997/98,S08000025, ,0-17 years,Male,Total,d,5,210.61,d,5,210.61,d
1997/98,S08000025, ,0-17 years,Female,Total,d,5,215.24,d,5,215.24,d
1997/98,S08000025, ,18-24 years,Male,Total,d,5,764.53,d,5,764.53,d
1997/98,S08000025, ,18-24 years,Female,Total,d,0,0,d,0,0,d
1997/98,S08000025, ,25-39 years,Male,Total,d,15,708.55,d,10,472.37,d
1997/98,S08000025, ,25-39 years,Female,Total,d,15,741.47,d,10,494.32,d
1997/98,S08000025, ,40-64 years,Male,Total,d,35,1067.72,d,25,762.66,d
1997/98,S08000025, ,40-64 years,Female,Total,d,20,621.5,d,10,310.75,d
1997/98,S08000025, ,65plus years,Male,Total,d,10,746.83,d,5,373.41,d
1997/98,S08000025, ,65plus years,Female,Total,d,15,816.99,d,10,544.66,d
1997/98,S08000026, ,0-17 years,Male,Total,d,5,167.56,d,5,167.56,d
1997/98,S08000026, ,0-17 years,Female,Total,d,5,176.3,d,5,176.3,d
1997/98,S08000026, ,18-24 years,Male,Total,d,10,1011.12,d,5,505.56,d
1997/98,S08000026, ,18-24 years,Female,Total,d,5,601.68,d,5,601.68,d
1997/98,S08000026, ,25-39 years,Male,Total,d,30,1118.15,d,15,559.08,d
1997/98,S08000026, ,25-39 years,Female,Total,d,35,1398.88,d,20,799.36,d
1997/98,S08000026, ,40-64 years,Male,Total,d,35,946.46,d,25,676.04,d
1997/98,S08000026, ,40-64 years,Female,Total,d,20,602.05,d,15,451.54,d
1997/98,S08000026, ,65plus years,Male,Total,d,10,848.18,d,10,848.18,d
1997/98,S08000026, ,65plus years,Female,Total,d,20,1107.42,d,15,830.56,d
1997/98,S08000028, ,0-17 years,Male,Total,d,5,158.58,d,5,158.58,d
1997/98,S08000028, ,0-17 years,Female,Total,d,5,157.28,d,5,157.28,d
1997/98,S08000028, ,18-24 years,Male,Total,d,10,853.24,d,5,426.62,d
1997/98,S08000028, ,18-24 years,Female,Total,d,5,579.37,d,5,579.37,d
1997/98,S08000028, ,25-39 years,Male,Total,d,35,1248.66,d,25,891.9,d
1997/98,S08000028, ,25-39 years,Female,Total,d,10,376.51,d,10,376.51,d
1997/98,S08000028, ,40-64 years,Male,Total,d,85,1851.85,d,60,1307.19,d
1997/98,S08000028, ,40-64 years,Female,Total,d,50,1164.42,d,35,815.09,d
1997/98,S08000028, ,65plus years,Male,Total,d,35,1670.64,d,20,954.65,d
1997/98,S08000028, ,65plus years,Female,Total,d,85,2737.52,d,45,1449.28,d
1997/98,S08000029, ,0-17 years,Male,Total,d,60,148.42,d,45,111.31,d
1997/98,S08000029, ,0-17 years,Female,Total,d,45,115.24,d,40,102.44,d
1997/98,S08000029, ,18-24 years,Male,Total,d,130,875.72,d,90,606.26,d
1997/98,S08000029, ,18-24 years,Female,Total,d,100,689.75,d,70,482.83,d
1997/98,S08000029, ,25-39 years,Male,Total,d,375,1004.77,d,235,629.66,d
1997/98,S08000029, ,25-39 years,Female,Total,d,270,689.9,d,170,434.38,d
1997/98,S08000029, ,40-64 years,Male,Total,d,300,580.62,d,205,396.76,d
1997/98,S08000029, ,40-64 years,Female,Total,d,330,609.31,d,205,378.51,d
1997/98,S08000029, ,65plus years,Male,Total,d,250,1131.63,d,170,769.51,d
1997/98,S08000029, ,65plus years,Female,Total,d,375,1124.67,d,290,869.75,d
1997/98,S08000030, ,0-17 years,Male,Total,d,70,158.17,d,55,124.28,d
1997/98,S08000030, ,0-17 years,Female,Total,d,85,200.94,d,70,165.48,d
1997/98,S08000030, ,18-24 years,Male,Total,d,190,1091.83,d,125,718.31,d
1997/98,S08000030, ,18-24 years,Female,Total,d,135,790.72,d,75,439.29,d
1997/98,S08000030, ,25-39 years,Male,Total,d,605,1465.78,d,370,896.43,d
1997/98,S08000030, ,25-39 years,Female,Total,d,460,1068.18,d,285,661.81,d
1997/98,S08000030, ,40-64 years,Male,Total,d,525,889.98,d,370,627.22,d
1997/98,S08000030, ,40-64 years,Female,Total,d,440,711.09,d,320,517.16,d
1997/98,S08000030, ,65plus years,Male,Total,d,315,1140.68,d,240,869.09,d
1997/98,S08000030, ,65plus years,Female,Total,d,685,1651.52,d,525,1265.76,d
1997/98,S08000031, ,0-17 years,Male,Total,d,135,102.69,d,120,91.28,d
1997/98,S08000031, ,0-17 years,Female,Total,d,150,118.88,d,130,103.03,d
1997/98,S08000031, ,18-24 years,Male,Total,d,460,924.92,d,320,643.42,d
1997/98,S08000031, ,18-24 years,Female,Total,d,340,637.62,d,220,412.58,d
1997/98,S08000031, ,25-39 years,Male,Total,d,1885,1423.09,d,1220,921.05,d
1997/98,S08000031, ,25-39 years,Female,Total,d,1165,818.38,d,760,533.88,d
1997/98,S08000031, ,40-64 years,Male,Total,d,2055,1278.07,d,1410,876.93,d
1997/98,S08000031, ,40-64 years,Female,Total,d,1350,789.94,d,915,535.4,d
1997/98,S08000031, ,65plus years,Male,Total,d,1290,1891.3,d,930,1363.5,d
1997/98,S08000031, ,65plus years,Female,Total,d,1950,1774.66,d,1395,1269.57,d
1997/98,S08000032, ,0-17 years,Male,Total,d,40,52.66,d,35,46.08,d
1997/98,S08000032, ,0-17 years,Female,Total,d,45,62.4,d,35,48.53,d
1997/98,S08000032, ,18-24 years,Male,Total,d,205,761.49,d,125,464.32,d
1997/98,S08000032, ,18-24 years,Female,Total,d,95,355.65,d,70,262.05,d
1997/98,S08000032, ,25-39 years,Male,Total,d,630,886.64,d,450,633.31,d
1997/98,S08000032, ,25-39 years,Female,Total,d,375,493.95,d,265,349.06,d
1997/98,S08000032, ,40-64 years,Male,Total,d,600,650.31,d,455,493.16,d
1997/98,S08000032, ,40-64 years,Female,Total,d,460,464.92,d,355,358.8,d
1997/98,S08000032, ,65plus years,Male,Total,d,435,1259.99,d,300,868.96,d
1997/98,S08000032, ,65plus years,Female,Total,d,775,1475.01,d,515,980.17,d
1997/98,RA2702, ,0-17 years,Male,Total,d,5,,:,5,,:
1997/98,RA2702, ,0-17 years,Female,Total,d,5,,:,5,,:
1997/98,RA2702, ,18-24 years,Male,Total,d,20,,:,20,,:
1997/98,RA2702, ,18-24 years,Female,Total,d,15,,:,15,,:
1997/98,RA2702, ,25-39 years,Male,Total,d,50,,:,50,,:
1997/98,RA2702, ,25-39 years,Female,Total,d,30,,:,20,,:
1997/98,RA2702, ,40-64 years,Male,Total,d,55,,:,45,,:
1997/98,RA2702, ,40-64 years,Female,Total,d,25,,:,20,,:
1997/98,RA2702, ,65plus years,Male,Total,d,0,,:,0,,:
1997/98,RA2702, ,65plus years,Female,Total,d,10,,:,10,,:
1997/98,RA2701, ,0-17 years,Male,Total,d,0,,:,0,,:
1997/98,RA2701, ,0-17 years,Female,Total,d,5,,:,5,,:
1997/98,RA2701, ,18-24 years,Male,Total,d,60,,:,45,,:
1997/98,RA2701, ,18-24 years,Female,Total,d,15,,:,15,,:
1997/98,RA2701, ,25-39 years,Male,Total,d,230,,:,180,,:
1997/98,RA2701, ,25-39 years,Female,Total,d,50,,:,40,,:
1997/98,RA2701, ,40-64 years,Male,Total,d,145,,:,120,,:
1997/98,RA2701, ,40-64 years,Female,Total,d,30,,:,20,,:
1997/98,RA2701, ,65plus years,Male,Total,d,15,,:,15,,:
1997/98,RA2701, ,65plus years,Female,Total,d,15,,:,15,,:
1997/98,RA2704, ,0-17 years,Male,Total,d,5,,:,0,,:
1997/98,RA2704, ,0-17 years,Female,Total,d,0,,:,0,,:
1997/98,RA2704, ,18-24 years,Male,Total,d,10,,:,10,,:
1997/98,RA2704, ,18-24 years,Female,Total,d,5,,:,5,,:
1997/98,RA2704, ,25-39 years,Male,Total,d,20,,:,20,,:
1997/98,RA2704, ,25-39 years,Female,Total,d,10,,:,10,,:
1997/98,RA2704, ,40-64 years,Male,Total,d,10,,:,10,,:
1997/98,RA2704, ,40-64 years,Female,Total,d,5,,:,5,,:
1997/98,RA2704, ,65plus years,Male,Total,d,10,,:,10,,:
1997/98,RA2704, ,65plus years,Female,Total,d,15,,:,15,,:
1997/98,RA2703, ,0-17 years,Male,Total,d,5,,:,5,,:
1997/98,RA2703, ,0-17 years,Female,Total,d,0,,:,0,,:
1997/98,RA2703, ,18-24 years,Male,Total,d,5,,:,5,,:
1997/98,RA2703, ,18-24 years,Female,Total,d,0,,:,0,,:
1997/98,RA2703, ,25-39 years,Male,Total,d,15,,:,15,,:
1997/98,RA2703, ,25-39 years,Female,Total,d,0,,:,0,,:
1997/98,RA2703, ,40-64 years,Male,Total,d,10,,:,5,,:
1997/98,RA2703, ,40-64 years,Female,Total,d,5,,:,5,,:
1997/98,RA2703, ,65plus years,Male,Total,d,0,,:,0,,:
1997/98,RA2703, ,65plus years,Female,Total,d,0,,:,0,,:
1998/99,S08000015, ,0-17 years,Male,Total,d,90,211.18,d,75,175.99,d
1998/99,S08000015, ,0-17 years,Female,Total,d,80,193.78,d,65,157.45,d
1998/99,S08000015, ,18-24 years,Male,Total,d,160,1117.32,d,115,803.07,d
1998/99,S08000015, ,18-24 years,Female,Total,d,115,817.69,d,80,568.83,d
1998/99,S08000015, ,25-39 years,Male,Total,d,495,1293.14,d,345,901.28,d
1998/99,S08000015, ,25-39 years,Female,Total,d,365,881.96,d,245,592,d
1998/99,S08000015, ,40-64 years,Male,Total,d,620,1080.14,d,405,705.57,d
1998/99,S08000015, ,40-64 years,Female,Total,d,390,639.49,d,275,450.92,d
1998/99,S08000015, ,65plus years,Male,Total,d,450,1836.88,d,290,1183.77,d
1998/99,S08000015, ,65plus years,Female,Total,d,755,2042.86,d,465,1258.18,d
1998/99,S08000016, ,0-17 years,Male,Total,d,25,218.99,d,25,218.99,d
1998/99,S08000016, ,0-17 years,Female,Total,d,20,178.79,d,15,134.1,d
1998/99,S08000016, ,18-24 years,Male,Total,d,40,1162.12,d,30,871.59,d
1998/99,S08000016, ,18-24 years,Female,Total,d,15,438.34,d,15,438.34,d
1998/99,S08000016, ,25-39 years,Male,Total,d,95,872.44,d,70,642.85,d
1998/99,S08000016, ,25-39 years,Female,Total,d,60,538.5,d,40,359,d
1998/99,S08000016, ,40-64 years,Male,Total,d,110,648.55,d,70,412.71,d
1998/99,S08000016, ,40-64 years,Female,Total,d,105,595.24,d,60,340.14,d
1998/99,S08000016, ,65plus years,Male,Total,d,170,2064.11,d,105,1274.89,d
1998/99,S08000016, ,65plus years,Female,Total,d,240,2050.23,d,180,1537.67,d
1998/99,S08000017, ,0-17 years,Male,Total,d,50,300.34,d,45,270.3,d
1998/99,S08000017, ,0-17 years,Female,Total,d,35,219.6,d,35,219.6,d
1998/99,S08000017, ,18-24 years,Male,Total,d,35,729.93,d,30,625.65,d
1998/99,S08000017, ,18-24 years,Female,Total,d,40,864.49,d,25,540.31,d
1998/99,S08000017, ,25-39 years,Male,Total,d,130,870.96,d,110,736.97,d
1998/99,S08000017, ,25-39 years,Female,Total,d,165,1061.23,d,95,611.01,d
1998/99,S08000017, ,40-64 years,Male,Total,d,155,647.56,d,105,438.67,d
1998/99,S08000017, ,40-64 years,Female,Total,d,175,705.02,d,120,483.44,d
1998/99,S08000017, ,65plus years,Male,Total,d,140,1206.48,d,105,904.86,d
1998/99,S08000017, ,65plus years,Female,Total,d,210,1321.09,d,165,1038,d
1998/99,S08000019, ,0-17 years,Male,Total,d,30,94.28,d,25,78.57,d
1998/99,S08000019, ,0-17 years,Female,Total,d,25,81.97,d,25,81.97,d
1998/99,S08000019, ,18-24 years,Male,Total,d,75,636.51,d,45,381.91,d
1998/99,S08000019, ,18-24 years,Female,Total,d,50,411.22,d,40,328.97,d
1998/99,S08000019, ,25-39 years,Male,Total,d,265,874.47,d,180,593.98,d
1998/99,S08000019, ,25-39 years,Female,Total,d,245,771.6,d,155,488.16,d
1998/99,S08000019, ,40-64 years,Male,Total,d,275,646.15,d,190,446.43,d
1998/99,S08000019, ,40-64 years,Female,Total,d,270,607.44,d,180,404.96,d
1998/99,S08000019, ,65plus years,Male,Total,d,160,952.89,d,125,744.45,d
1998/99,S08000019, ,65plus years,Female,Total,d,350,1408.17,d,240,965.6,d
1998/99,S08000020, ,0-17 years,Male,Total,d,75,124.94,d,70,116.61,d
1998/99,S08000020, ,0-17 years,Female,Total,d,75,131.49,d,70,122.72,d
1998/99,S08000020, ,18-24 years,Male,Total,d,170,678.18,d,120,478.72,d
1998/99,S08000020, ,18-24 years,Female,Total,d,115,472.47,d,80,328.68,d
1998/99,S08000020, ,25-39 years,Male,Total,d,500,800.22,d,320,512.14,d
1998/99,S08000020, ,25-39 years,Female,Total,d,405,665.56,d,275,451.92,d
1998/99,S08000020, ,40-64 years,Male,Total,d,590,721.79,d,400,489.35,d
1998/99,S08000020, ,40-64 years,Female,Total,d,505,626.51,d,345,428.01,d
1998/99,S08000020, ,65plus years,Male,Total,d,445,1431.05,d,315,1012.99,d
1998/99,S08000020, ,65plus years,Female,Total,d,665,1464.21,d,495,1089.9,d
1998/99,S08000022, ,0-17 years,Male,Total,d,65,186.71,d,60,172.35,d
1998/99,S08000022, ,0-17 years,Female,Total,d,55,168.16,d,50,152.88,d
1998/99,S08000022, ,18-24 years,Male,Total,d,120,1070.66,d,85,758.39,d
1998/99,S08000022, ,18-24 years,Female,Total,d,75,765.07,d,45,459.04,d
1998/99,S08000022, ,25-39 years,Male,Total,d,430,1369.6,d,280,891.83,d
1998/99,S08000022, ,25-39 years,Female,Total,d,315,992.28,d,195,614.27,d
1998/99,S08000022, ,40-64 years,Male,Total,d,655,1332.14,d,430,874.53,d
1998/99,S08000022, ,40-64 years,Female,Total,d,430,864.06,d,290,582.74,d
1998/99,S08000022, ,65plus years,Male,Total,d,400,1950.93,d,245,1194.95,d
1998/99,S08000022, ,65plus years,Female,Total,d,490,1665.99,d,345,1172.99,d
1998/99,S08000024, ,0-17 years,Male,Total,d,120,145.12,d,105,126.98,d
1998/99,S08000024, ,0-17 years,Female,Total,d,90,113.19,d,70,88.03,d
1998/99,S08000024, ,18-24 years,Male,Total,d,270,724.85,d,185,496.66,d
1998/99,S08000024, ,18-24 years,Female,Total,d,215,563.76,d,120,314.66,d
1998/99,S08000024, ,25-39 years,Male,Total,d,865,929.22,d,535,574.72,d
1998/99,S08000024, ,25-39 years,Female,Total,d,770,791.77,d,480,493.57,d
1998/99,S08000024, ,40-64 years,Male,Total,d,995,900.94,d,650,588.55,d
1998/99,S08000024, ,40-64 years,Female,Total,d,930,802.31,d,580,500.37,d
1998/99,S08000024, ,65plus years,Male,Total,d,865,1925.09,d,525,1168.41,d
1998/99,S08000024, ,65plus years,Female,Total,d,1220,1775.84,d,830,1208.15,d
1998/99,S08000025, ,0-17 years,Male,Total,d,5,214.68,d,5,214.68,d
1998/99,S08000025, ,0-17 years,Female,Total,d,5,220.36,d,5,220.36,d
1998/99,S08000025, ,18-24 years,Male,Total,d,5,805.15,d,5,805.15,d
1998/99,S08000025, ,18-24 years,Female,Total,d,5,859.11,d,0,0,d
1998/99,S08000025, ,25-39 years,Male,Total,d,20,946.52,d,10,473.26,d
1998/99,S08000025, ,25-39 years,Female,Total,d,15,757.19,d,10,504.8,d
1998/99,S08000025, ,40-64 years,Male,Total,d,25,763.36,d,15,458.02,d
1998/99,S08000025, ,40-64 years,Female,Total,d,15,461.96,d,10,307.98,d
1998/99,S08000025, ,65plus years,Male,Total,d,15,1123.6,d,10,749.06,d
1998/99,S08000025, ,65plus years,Female,Total,d,15,816.1,d,10,544.07,d
1998/99,S08000026, ,0-17 years,Male,Total,d,5,170.36,d,5,170.36,d
1998/99,S08000026, ,0-17 years,Female,Total,d,5,178.89,d,5,178.89,d
1998/99,S08000026, ,18-24 years,Male,Total,d,15,1570.68,d,5,523.56,d
1998/99,S08000026, ,18-24 years,Female,Total,d,5,617.28,d,5,617.28,d
1998/99,S08000026, ,25-39 years,Male,Total,d,30,1143.29,d,15,571.65,d
1998/99,S08000026, ,25-39 years,Female,Total,d,20,808.73,d,15,606.55,d
1998/99,S08000026, ,40-64 years,Male,Total,d,35,931.1,d,15,399.04,d
1998/99,S08000026, ,40-64 years,Female,Total,d,20,591.37,d,15,443.52,d
1998/99,S08000026, ,65plus years,Male,Total,d,10,856.16,d,10,856.16,d
1998/99,S08000026, ,65plus years,Female,Total,d,10,555.86,d,10,555.86,d
1998/99,S08000028, ,0-17 years,Male,Total,d,5,163.4,d,5,163.4,d
1998/99,S08000028, ,0-17 years,Female,Total,d,10,323.21,d,10,323.21,d
1998/99,S08000028, ,18-24 years,Male,Total,d,5,464.68,d,5,464.68,d
1998/99,S08000028, ,18-24 years,Female,Total,d,5,612.75,d,5,612.75,d
1998/99,S08000028, ,25-39 years,Male,Total,d,25,894.45,d,20,715.56,d
1998/99,S08000028, ,25-39 years,Female,Total,d,5,191.42,d,5,191.42,d
1998/99,S08000028, ,40-64 years,Male,Total,d,75,1639.7,d,55,1202.45,d
1998/99,S08000028, ,40-64 years,Female,Total,d,20,465.44,d,20,465.44,d
1998/99,S08000028, ,65plus years,Male,Total,d,20,951.93,d,20,951.93,d
1998/99,S08000028, ,65plus years,Female,Total,d,25,802.57,d,20,642.05,d
1998/99,S08000029, ,0-17 years,Male,Total,d,40,100.12,d,35,87.61,d
1998/99,S08000029, ,0-17 years,Female,Total,d,65,168.21,d,55,142.33,d
1998/99,S08000029, ,18-24 years,Male,Total,d,140,954.33,d,90,613.5,d
1998/99,S08000029, ,18-24 years,Female,Total,d,90,624.18,d,60,416.12,d
1998/99,S08000029, ,25-39 years,Male,Total,d,345,935.95,d,215,583.27,d
1998/99,S08000029, ,25-39 years,Female,Total,d,290,750.27,d,180,465.68,d
1998/99,S08000029, ,40-64 years,Male,Total,d,310,590.37,d,215,409.45,d
1998/99,S08000029, ,40-64 years,Female,Total,d,340,616.09,d,215,389.58,d
1998/99,S08000029, ,65plus years,Male,Total,d,230,1031.34,d,175,784.72,d
1998/99,S08000029, ,65plus years,Female,Total,d,445,1334.49,d,310,929.65,d
1998/99,S08000030, ,0-17 years,Male,Total,d,60,136.61,d,55,125.22,d
1998/99,S08000030, ,0-17 years,Female,Total,d,75,179.64,d,45,107.78,d
1998/99,S08000030, ,18-24 years,Male,Total,d,170,993.16,d,120,701.06,d
1998/99,S08000030, ,18-24 years,Female,Total,d,125,746.27,d,80,477.61,d
1998/99,S08000030, ,25-39 years,Male,Total,d,565,1398.2,d,365,903.26,d
1998/99,S08000030, ,25-39 years,Female,Total,d,430,1011.03,d,265,623.07,d
1998/99,S08000030, ,40-64 years,Male,Total,d,550,921.63,d,385,645.14,d
1998/99,S08000030, ,40-64 years,Female,Total,d,520,831.04,d,355,567.35,d
1998/99,S08000030, ,65plus years,Male,Total,d,430,1542.71,d,315,1130.13,d
1998/99,S08000030, ,65plus years,Female,Total,d,650,1568.19,d,495,1194.24,d
1998/99,S08000031, ,0-17 years,Male,Total,d,145,111.02,d,125,95.7,d
1998/99,S08000031, ,0-17 years,Female,Total,d,115,92.12,d,85,68.09,d
1998/99,S08000031, ,18-24 years,Male,Total,d,440,895.2,d,300,610.36,d
1998/99,S08000031, ,18-24 years,Female,Total,d,350,657.78,d,230,432.26,d
1998/99,S08000031, ,25-39 years,Male,Total,d,1800,1386.07,d,1215,935.59,d
1998/99,S08000031, ,25-39 years,Female,Total,d,1250,887.83,d,835,593.07,d
1998/99,S08000031, ,40-64 years,Male,Total,d,1930,1190.8,d,1365,842.2,d
1998/99,S08000031, ,40-64 years,Female,Total,d,1215,705.61,d,855,496.54,d
1998/99,S08000031, ,65plus years,Male,Total,d,1290,1888.73,d,920,1347,d
1998/99,S08000031, ,65plus years,Female,Total,d,1990,1818.12,d,1470,1343.03,d
1998/99,S08000032, ,0-17 years,Male,Total,d,55,73.3,d,45,59.97,d
1998/99,S08000032, ,0-17 years,Female,Total,d,50,70.06,d,45,63.06,d
1998/99,S08000032, ,18-24 years,Male,Total,d,170,640.11,d,125,470.67,d
1998/99,S08000032, ,18-24 years,Female,Total,d,120,456.48,d,85,323.34,d
1998/99,S08000032, ,25-39 years,Male,Total,d,645,920.78,d,440,628.13,d
1998/99,S08000032, ,25-39 years,Female,Total,d,450,598.95,d,300,399.3,d
1998/99,S08000032, ,40-64 years,Male,Total,d,650,697.45,d,475,509.68,d
1998/99,S08000032, ,40-64 years,Female,Total,d,490,490.02,d,390,390.02,d
1998/99,S08000032, ,65plus years,Male,Total,d,520,1485.37,d,335,956.92,d
1998/99,S08000032, ,65plus years,Female,Total,d,810,1531.57,d,535,1011.59,d
1998/99,RA2702, ,0-17 years,Male,Total,d,5,,:,5,,:
1998/99,RA2702, ,0-17 years,Female,Total,d,5,,:,5,,:
1998/99,RA2702, ,18-24 years,Male,Total,d,10,,:,10,,:
1998/99,RA2702, ,18-24 years,Female,Total,d,10,,:,10,,:
1998/99,RA2702, ,25-39 years,Male,Total,d,55,,:,50,,:
1998/99,RA2702, ,25-39 years,Female,Total,d,35,,:,30,,:
1998/99,RA2702, ,40-64 years,Male,Total,d,50,,:,45,,:
1998/99,RA2702, ,40-64 years,Female,Total,d,20,,:,20,,:
1998/99,RA2702, ,65plus years,Male,Total,d,10,,:,10,,:
1998/99,RA2702, ,65plus years,Female,Total,d,10,,:,10,,:
1998/99,RA2701, ,0-17 years,Male,Total,d,10,,:,10,,:
1998/99,RA2701, ,0-17 years,Female,Total,d,5,,:,5,,:
1998/99,RA2701, ,18-24 years,Male,Total,d,60,,:,45,,:
1998/99,RA2701, ,18-24 years,Female,Total,d,25,,:,20,,:
1998/99,RA2701, ,25-39 years,Male,Total,d,225,,:,175,,:
1998/99,RA2701, ,25-39 years,Female,Total,d,55,,:,40,,:
1998/99,RA2701, ,40-64 years,Male,Total,d,130,,:,105,,:
1998/99,RA2701, ,40-64 years,Female,Total,d,25,,:,20,,:
1998/99,RA2701, ,65plus years,Male,Total,d,10,,:,10,,:
1998/99,RA2701, ,65plus years,Female,Total,d,10,,:,10,,:
1998/99,RA2704, ,0-17 years,Male,Total,d,5,,:,5,,:
1998/99,RA2704, ,0-17 years,Female,Total,d,0,,:,0,,:
1998/99,RA2704, ,18-24 years,Male,Total,d,10,,:,10,,:
1998/99,RA2704, ,18-24 years,Female,Total,d,0,,:,0,,:
1998/99,RA2704, ,25-39 years,Male,Total,d,20,,:,15,,:
1998/99,RA2704, ,25-39 years,Female,Total,d,10,,:,10,,:
1998/99,RA2704, ,40-64 years,Male,Total,d,0,,:,0,,:
1998/99,RA2704, ,40-64 years,Female,Total,d,0,,:,0,,:
1998/99,RA2704, ,65plus years,Male,Total,d,15,,:,10,,:
1998/99,RA2704, ,65plus years,Female,Total,d,5,,:,5,,:
1998/99,RA2703, ,0-17 years,Male,Total,d,0,,:,0,,:
1998/99,RA2703, ,0-17 years,Female,Total,d,0,,:,0,,:
1998/99,RA2703, ,18-24 years,Male,Total,d,5,,:,5,,:
1998/99,RA2703, ,18-24 years,Female,Total,d,0,,:,0,,:
1998/99,RA2703, ,25-39 years,Male,Total,d,5,,:,5,,:
1998/99,RA2703, ,25-39 years,Female,Total,d,0,,:,0,,:
1998/99,RA2703, ,40-64 years,Male,Total,d,10,,:,5,,:
1998/99,RA2703, ,40-64 years,Female,Total,d,10,,:,10,,:
1998/99,RA2703, ,65plus years,Male,Total,d,5,,:,5,,:
1998/99,RA2703, ,65plus years,Female,Total,d,0,,:,0,,:
1999/00,S08000015, ,0-17 years,Male,Total,d,85,202.14,d,80,190.25,d
1999/00,S08000015, ,0-17 years,Female,Total,d,70,171.96,d,60,147.4,d
1999/00,S08000015, ,18-24 years,Male,Total,d,170,1207.64,d,120,852.45,d
