FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF
1999/00,S08000031, ,40-64 years,Female,SMR01, ,225,129.6, ,210,120.96, 
1999/00,S08000031, ,65plus years,Male,SMR01, ,440,645.36, ,335,491.35, 
1999/00,S08000031, ,65plus years,Female,SMR01, ,630,579.94, ,480,441.86, 
1999/00,S08000032, ,0-17 years,Male,SMR01, ,35,47.07, ,35,47.07, 
1999/00,S08000032, ,0-17 years,Female,SMR01, ,40,56.7, ,40,56.7, 
1999/00,S08000032, ,18-24 years,Male,SMR01, ,40,151.39, ,35,132.47, 
1999/00,S08000032, ,18-24 years,Female,SMR01, ,15,57.27, ,15,57.27, 
1999/00,S08000032, ,25-39 years,Male,SMR01, ,125,181.35, ,95,137.83, 
1999/00,S08000032, ,25-39 years,Female,SMR01, ,45,60.7, ,40,53.96, 
1999/00,S08000032, ,40-64 years,Male,SMR01, ,280,297.31, ,205,217.67, 
1999/00,S08000032, ,40-64 years,Female,SMR01, ,115,113.5, ,95,93.76, 
1999/00,S08000032, ,65plus years,Male,SMR01, ,130,366.9, ,105,296.34, 
1999/00,S08000032, ,65plus years,Female,SMR01, ,190,356.95, ,150,281.81, 
1999/00,RA2702, ,0-17 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2702, ,0-17 years,Female,SMR01, ,5,,:,5,,:
1999/00,RA2702, ,18-24 years,Male,SMR01, ,5,,:,5,,:
1999/00,RA2702, ,18-24 years,Female,SMR01, ,5,,:,5,,:
1999/00,RA2702, ,25-39 years,Male,SMR01, ,10,,:,10,,:
1999/00,RA2702, ,25-39 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2702, ,40-64 years,Male,SMR01, ,25,,:,20,,:
1999/00,RA2702, ,40-64 years,Female,SMR01, ,10,,:,10,,:
1999/00,RA2702, ,65plus years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2702, ,65plus years,Female,SMR01, ,5,,:,5,,:
1999/00,RA2701, ,0-17 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2701, ,0-17 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2701, ,18-24 years,Male,SMR01, ,5,,:,5,,:
1999/00,RA2701, ,18-24 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2701, ,25-39 years,Male,SMR01, ,15,,:,15,,:
1999/00,RA2701, ,25-39 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2701, ,40-64 years,Male,SMR01, ,40,,:,35,,:
1999/00,RA2701, ,40-64 years,Female,SMR01, ,5,,:,0,,:
1999/00,RA2701, ,65plus years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2701, ,65plus years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,0-17 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,0-17 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,18-24 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,18-24 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,25-39 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,25-39 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,40-64 years,Male,SMR01, ,5,,:,0,,:
1999/00,RA2704, ,40-64 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,65plus years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2704, ,65plus years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,0-17 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,0-17 years,Female,SMR01, ,5,,:,5,,:
1999/00,RA2703, ,18-24 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,18-24 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,25-39 years,Male,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,25-39 years,Female,SMR01, ,0,,:,0,,:
1999/00,RA2703, ,40-64 years,Male,SMR01, ,5,,:,5,,:
1999/00,RA2703, ,40-64 years,Female,SMR01, ,5,,:,0,,:
1999/00,RA2703, ,65plus years,Male,SMR01, ,5,,:,0,,:
1999/00,RA2703, ,65plus years,Female,SMR01, ,0,,:,0,,:
2000/01,S08000015, ,0-17 years,Male,SMR01, ,65,156.46, ,60,144.43, 
2000/01,S08000015, ,0-17 years,Female,SMR01, ,45,112.44, ,45,112.44, 
2000/01,S08000015, ,18-24 years,Male,SMR01, ,35,252.76, ,35,252.76, 
2000/01,S08000015, ,18-24 years,Female,SMR01, ,30,218.5, ,25,182.08, 
2000/01,S08000015, ,25-39 years,Male,SMR01, ,85,231.53, ,65,177.05, 
2000/01,S08000015, ,25-39 years,Female,SMR01, ,25,62.92, ,20,50.33, 
2000/01,S08000015, ,40-64 years,Male,SMR01, ,180,306.74, ,125,213.02, 
2000/01,S08000015, ,40-64 years,Female,SMR01, ,85,136.26, ,70,112.22, 
2000/01,S08000015, ,65plus years,Male,SMR01, ,70,279.45, ,60,239.53, 
2000/01,S08000015, ,65plus years,Female,SMR01, ,120,323.69, ,95,256.26, 
2000/01,S08000016, ,0-17 years,Male,SMR01, ,20,175.69, ,20,175.69, 
2000/01,S08000016, ,0-17 years,Female,SMR01, ,10,90.06, ,10,90.06, 
2000/01,S08000016, ,18-24 years,Male,SMR01, ,15,467.87, ,15,467.87, 
2000/01,S08000016, ,18-24 years,Female,SMR01, ,5,156.54, ,5,156.54, 
2000/01,S08000016, ,25-39 years,Male,SMR01, ,10,95.27, ,5,47.63, 
2000/01,S08000016, ,25-39 years,Female,SMR01, ,5,46.3, ,5,46.3, 
2000/01,S08000016, ,40-64 years,Male,SMR01, ,25,141.27, ,20,113.02, 
2000/01,S08000016, ,40-64 years,Female,SMR01, ,10,54.37, ,10,54.37, 
2000/01,S08000016, ,65plus years,Male,SMR01, ,35,420.62, ,25,300.44, 
2000/01,S08000016, ,65plus years,Female,SMR01, ,65,557.51, ,55,471.74, 
2000/01,S08000017, ,0-17 years,Male,SMR01, ,15,92.56, ,10,61.71, 
2000/01,S08000017, ,0-17 years,Female,SMR01, ,15,96.94, ,10,64.63, 
2000/01,S08000017, ,18-24 years,Male,SMR01, ,10,218.2, ,10,218.2, 
2000/01,S08000017, ,18-24 years,Female,SMR01, ,5,112.06, ,5,112.06, 
2000/01,S08000017, ,25-39 years,Male,SMR01, ,15,106.91, ,15,106.91, 
2000/01,S08000017, ,25-39 years,Female,SMR01, ,10,67.34, ,10,67.34, 
2000/01,S08000017, ,40-64 years,Male,SMR01, ,50,204.38, ,35,143.07, 
2000/01,S08000017, ,40-64 years,Female,SMR01, ,30,117.86, ,20,78.58, 
2000/01,S08000017, ,65plus years,Male,SMR01, ,40,335.35, ,30,251.51, 
2000/01,S08000017, ,65plus years,Female,SMR01, ,50,310.71, ,35,217.5, 
2000/01,S08000019, ,0-17 years,Male,SMR01, ,30,94.43, ,30,94.43, 
2000/01,S08000019, ,0-17 years,Female,SMR01, ,20,65.78, ,15,49.34, 
2000/01,S08000019, ,18-24 years,Male,SMR01, ,10,84.42, ,10,84.42, 
2000/01,S08000019, ,18-24 years,Female,SMR01, ,5,40.8, ,5,40.8, 
2000/01,S08000019, ,25-39 years,Male,SMR01, ,25,85.11, ,20,68.09, 
2000/01,S08000019, ,25-39 years,Female,SMR01, ,15,47.7, ,15,47.7, 
2000/01,S08000019, ,40-64 years,Male,SMR01, ,55,125.18, ,50,113.8, 
2000/01,S08000019, ,40-64 years,Female,SMR01, ,40,87.6, ,35,76.65, 
2000/01,S08000019, ,65plus years,Male,SMR01, ,35,202.89, ,25,144.92, 
2000/01,S08000019, ,65plus years,Female,SMR01, ,60,239.63, ,50,199.69, 
2000/01,S08000020, ,0-17 years,Male,SMR01, ,55,93.92, ,50,85.39, 
2000/01,S08000020, ,0-17 years,Female,SMR01, ,45,81.1, ,40,72.09, 
2000/01,S08000020, ,18-24 years,Male,SMR01, ,35,139.72, ,35,139.72, 
2000/01,S08000020, ,18-24 years,Female,SMR01, ,25,106.43, ,20,85.15, 
2000/01,S08000020, ,25-39 years,Male,SMR01, ,60,99.53, ,55,91.24, 
2000/01,S08000020, ,25-39 years,Female,SMR01, ,60,101.66, ,50,84.71, 
2000/01,S08000020, ,40-64 years,Male,SMR01, ,260,309.02, ,185,219.88, 
2000/01,S08000020, ,40-64 years,Female,SMR01, ,105,126.48, ,80,96.36, 
2000/01,S08000020, ,65plus years,Male,SMR01, ,135,418.8, ,115,356.76, 
2000/01,S08000020, ,65plus years,Female,SMR01, ,205,447.57, ,170,371.15, 
2000/01,S08000022, ,0-17 years,Male,SMR01, ,50,146.36, ,50,146.36, 
2000/01,S08000022, ,0-17 years,Female,SMR01, ,40,125.36, ,40,125.36, 
2000/01,S08000022, ,18-24 years,Male,SMR01, ,50,456.5, ,45,410.85, 
2000/01,S08000022, ,18-24 years,Female,SMR01, ,30,324.64, ,25,270.53, 
2000/01,S08000022, ,25-39 years,Male,SMR01, ,125,414.75, ,85,282.03, 
2000/01,S08000022, ,25-39 years,Female,SMR01, ,80,261.41, ,50,163.38, 
2000/01,S08000022, ,40-64 years,Male,SMR01, ,340,669.87, ,245,482.7, 
2000/01,S08000022, ,40-64 years,Female,SMR01, ,145,281.55, ,105,203.88, 
2000/01,S08000022, ,65plus years,Male,SMR01, ,185,873.26, ,130,613.64, 
2000/01,S08000022, ,65plus years,Female,SMR01, ,220,739.94, ,170,571.77, 
2000/01,S08000024, ,0-17 years,Male,SMR01, ,80,96.85, ,65,78.69, 
2000/01,S08000024, ,0-17 years,Female,SMR01, ,40,50.36, ,40,50.36, 
2000/01,S08000024, ,18-24 years,Male,SMR01, ,35,91.46, ,35,91.46, 
2000/01,S08000024, ,18-24 years,Female,SMR01, ,15,37.74, ,15,37.74, 
2000/01,S08000024, ,25-39 years,Male,SMR01, ,105,114.58, ,75,81.84, 
2000/01,S08000024, ,25-39 years,Female,SMR01, ,50,51.69, ,40,41.36, 
2000/01,S08000024, ,40-64 years,Male,SMR01, ,265,232.42, ,195,171.02, 
2000/01,S08000024, ,40-64 years,Female,SMR01, ,100,83.56, ,80,66.84, 
2000/01,S08000024, ,65plus years,Male,SMR01, ,135,295.13, ,105,229.54, 
2000/01,S08000024, ,65plus years,Female,SMR01, ,245,356.86, ,195,284.03, 
2000/01,S08000025, ,0-17 years,Male,SMR01, ,0,0, ,0,0, 
2000/01,S08000025, ,0-17 years,Female,SMR01, ,5,230.41, ,5,230.41, 
2000/01,S08000025, ,18-24 years,Male,SMR01, ,5,829.19, ,5,829.19, 
2000/01,S08000025, ,18-24 years,Female,SMR01, ,5,976.56, ,5,976.56, 
2000/01,S08000025, ,25-39 years,Male,SMR01, ,5,248.63, ,5,248.63, 
2000/01,S08000025, ,25-39 years,Female,SMR01, ,5,258.26, ,5,258.26, 
2000/01,S08000025, ,40-64 years,Male,SMR01, ,20,603.68, ,15,452.76, 
2000/01,S08000025, ,40-64 years,Female,SMR01, ,10,301.2, ,5,150.6, 
2000/01,S08000025, ,65plus years,Male,SMR01, ,10,736.92, ,10,736.92, 
2000/01,S08000025, ,65plus years,Female,SMR01, ,5,271.15, ,5,271.15, 
2000/01,S08000026, ,0-17 years,Male,SMR01, ,0,0, ,0,0, 
2000/01,S08000026, ,0-17 years,Female,SMR01, ,5,187.13, ,5,187.13, 
2000/01,S08000026, ,18-24 years,Male,SMR01, ,5,564.33, ,5,564.33, 
2000/01,S08000026, ,18-24 years,Female,SMR01, ,5,672.04, ,5,672.04, 
2000/01,S08000026, ,25-39 years,Male,SMR01, ,15,616.02, ,10,410.68, 
2000/01,S08000026, ,25-39 years,Female,SMR01, ,15,639.11, ,15,639.11, 
2000/01,S08000026, ,40-64 years,Male,SMR01, ,15,396.72, ,15,396.72, 
2000/01,S08000026, ,40-64 years,Female,SMR01, ,20,587.03, ,15,440.27, 
2000/01,S08000026, ,65plus years,Male,SMR01, ,5,408.16, ,5,408.16, 
2000/01,S08000026, ,65plus years,Female,SMR01, ,10,544.37, ,5,272.18, 
2000/01,S08000028, ,0-17 years,Male,SMR01, ,5,169.95, ,5,169.95, 
2000/01,S08000028, ,0-17 years,Female,SMR01, ,10,348.92, ,10,348.92, 
2000/01,S08000028, ,18-24 years,Male,SMR01, ,5,526.87, ,5,526.87, 
2000/01,S08000028, ,18-24 years,Female,SMR01, ,0,0, ,0,0, 
2000/01,S08000028, ,25-39 years,Male,SMR01, ,20,778.21, ,15,583.66, 
2000/01,S08000028, ,25-39 years,Female,SMR01, ,5,201.86, ,5,201.86, 
2000/01,S08000028, ,40-64 years,Male,SMR01, ,50,1074.81, ,40,859.85, 
2000/01,S08000028, ,40-64 years,Female,SMR01, ,10,230.73, ,10,230.73, 
2000/01,S08000028, ,65plus years,Male,SMR01, ,20,947.42, ,10,473.71, 
2000/01,S08000028, ,65plus years,Female,SMR01, ,15,483.71, ,10,322.48, 
2000/01,S08000029, ,0-17 years,Male,SMR01, ,35,88.46, ,35,88.46, 
2000/01,S08000029, ,0-17 years,Female,SMR01, ,20,52.43, ,15,39.32, 
2000/01,S08000029, ,18-24 years,Male,SMR01, ,15,102.1, ,10,68.07, 
2000/01,S08000029, ,18-24 years,Female,SMR01, ,5,33.97, ,5,33.97, 
2000/01,S08000029, ,25-39 years,Male,SMR01, ,40,112.14, ,30,84.11, 
2000/01,S08000029, ,25-39 years,Female,SMR01, ,20,52.92, ,15,39.69, 
2000/01,S08000029, ,40-64 years,Male,SMR01, ,110,202.18, ,75,137.85, 
2000/01,S08000029, ,40-64 years,Female,SMR01, ,35,61.4, ,30,52.63, 
2000/01,S08000029, ,65plus years,Male,SMR01, ,55,241.5, ,40,175.64, 
2000/01,S08000029, ,65plus years,Female,SMR01, ,80,238.3, ,65,193.62, 
2000/01,S08000030, ,0-17 years,Male,SMR01, ,45,106.21, ,45,106.21, 
2000/01,S08000030, ,0-17 years,Female,SMR01, ,45,111.63, ,40,99.22, 
2000/01,S08000030, ,18-24 years,Male,SMR01, ,30,173.32, ,30,173.32, 
2000/01,S08000030, ,18-24 years,Female,SMR01, ,25,150.83, ,25,150.83, 
2000/01,S08000030, ,25-39 years,Male,SMR01, ,40,104.44, ,30,78.33, 
2000/01,S08000030, ,25-39 years,Female,SMR01, ,30,73.25, ,30,73.25, 
2000/01,S08000030, ,40-64 years,Male,SMR01, ,85,139.44, ,75,123.03, 
2000/01,S08000030, ,40-64 years,Female,SMR01, ,50,78.37, ,35,54.86, 
2000/01,S08000030, ,65plus years,Male,SMR01, ,70,246.51, ,60,211.3, 
2000/01,S08000030, ,65plus years,Female,SMR01, ,145,349.79, ,125,301.55, 
2000/01,S08000031, ,0-17 years,Male,SMR01, ,75,58.96, ,75,58.96, 
2000/01,S08000031, ,0-17 years,Female,SMR01, ,65,53.72, ,65,53.72, 
2000/01,S08000031, ,18-24 years,Male,SMR01, ,55,108.96, ,55,108.96, 
2000/01,S08000031, ,18-24 years,Female,SMR01, ,30,55.12, ,25,45.93, 
2000/01,S08000031, ,25-39 years,Male,SMR01, ,235,193.08, ,195,160.21, 
2000/01,S08000031, ,25-39 years,Female,SMR01, ,75,55.39, ,65,48.01, 
2000/01,S08000031, ,40-64 years,Male,SMR01, ,710,429.76, ,575,348.05, 
2000/01,S08000031, ,40-64 years,Female,SMR01, ,200,114.33, ,165,94.32, 
2000/01,S08000031, ,65plus years,Male,SMR01, ,395,577.94, ,285,417, 
2000/01,S08000031, ,65plus years,Female,SMR01, ,595,549.73, ,445,411.14, 
2000/01,S08000032, ,0-17 years,Male,SMR01, ,30,40.76, ,30,40.76, 
2000/01,S08000032, ,0-17 years,Female,SMR01, ,25,35.69, ,25,35.69, 
2000/01,S08000032, ,18-24 years,Male,SMR01, ,35,132.52, ,25,94.65, 
2000/01,S08000032, ,18-24 years,Female,SMR01, ,10,38.5, ,10,38.5, 
2000/01,S08000032, ,25-39 years,Male,SMR01, ,155,229.89, ,115,170.56, 
2000/01,S08000032, ,25-39 years,Female,SMR01, ,40,54.88, ,35,48.02, 
2000/01,S08000032, ,40-64 years,Male,SMR01, ,270,283.51, ,195,204.75, 
2000/01,S08000032, ,40-64 years,Female,SMR01, ,105,102.32, ,75,73.09, 
2000/01,S08000032, ,65plus years,Male,SMR01, ,120,334.19, ,100,278.49, 
2000/01,S08000032, ,65plus years,Female,SMR01, ,220,410.72, ,160,298.71, 
2000/01,RA2702, ,0-17 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2702, ,0-17 years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2702, ,18-24 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2702, ,18-24 years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2702, ,25-39 years,Male,SMR01, ,15,,:,15,,:
2000/01,RA2702, ,25-39 years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2702, ,40-64 years,Male,SMR01, ,20,,:,20,,:
2000/01,RA2702, ,40-64 years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2702, ,65plus years,Male,SMR01, ,5,,:,5,,:
2000/01,RA2702, ,65plus years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2701, ,0-17 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,0-17 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,18-24 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,18-24 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,25-39 years,Male,SMR01, ,15,,:,15,,:
2000/01,RA2701, ,25-39 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,40-64 years,Male,SMR01, ,35,,:,25,,:
2000/01,RA2701, ,40-64 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2701, ,65plus years,Male,SMR01, ,5,,:,0,,:
2000/01,RA2701, ,65plus years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,0-17 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,0-17 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,18-24 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,18-24 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,25-39 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,25-39 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,40-64 years,Male,SMR01, ,5,,:,0,,:
2000/01,RA2704, ,40-64 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,65plus years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2704, ,65plus years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,0-17 years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,0-17 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,18-24 years,Male,SMR01, ,5,,:,5,,:
2000/01,RA2703, ,18-24 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,25-39 years,Male,SMR01, ,5,,:,5,,:
2000/01,RA2703, ,25-39 years,Female,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,40-64 years,Male,SMR01, ,5,,:,5,,:
2000/01,RA2703, ,40-64 years,Female,SMR01, ,5,,:,5,,:
2000/01,RA2703, ,65plus years,Male,SMR01, ,0,,:,0,,:
2000/01,RA2703, ,65plus years,Female,SMR01, ,0,,:,0,,:
2001/02,S08000015, ,0-17 years,Male,SMR01, ,70,170.35, ,70,170.35, 
2001/02,S08000015, ,0-17 years,Female,SMR01, ,60,151.19, ,55,138.59, 
2001/02,S08000015, ,18-24 years,Male,SMR01, ,40,292.91, ,35,256.3, 
2001/02,S08000015, ,18-24 years,Female,SMR01, ,20,147.49, ,20,147.49, 
2001/02,S08000015, ,25-39 years,Male,SMR01, ,95,264.57, ,70,194.95, 
2001/02,S08000015, ,25-39 years,Female,SMR01, ,35,89.79, ,30,76.96, 
2001/02,S08000015, ,40-64 years,Male,SMR01, ,195,328.56, ,130,219.04, 
2001/02,S08000015, ,40-64 years,Female,SMR01, ,85,134.53, ,65,102.87, 
2001/02,S08000015, ,65plus years,Male,SMR01, ,100,391.51, ,70,274.06, 
2001/02,S08000015, ,65plus years,Female,SMR01, ,85,227.69, ,70,187.51, 
2001/02,S08000016, ,0-17 years,Male,SMR01, ,25,217.52, ,25,217.52, 
2001/02,S08000016, ,0-17 years,Female,SMR01, ,15,134.25, ,15,134.25, 
2001/02,S08000016, ,18-24 years,Male,SMR01, ,10,314.86, ,10,314.86, 
2001/02,S08000016, ,18-24 years,Female,SMR01, ,0,0, ,0,0, 
2001/02,S08000016, ,25-39 years,Male,SMR01, ,20,194.61, ,15,145.96, 
2001/02,S08000016, ,25-39 years,Female,SMR01, ,5,46.85, ,5,46.85, 
2001/02,S08000016, ,40-64 years,Male,SMR01, ,40,222.3, ,25,138.94, 
2001/02,S08000016, ,40-64 years,Female,SMR01, ,25,133.22, ,20,106.58, 
2001/02,S08000016, ,65plus years,Male,SMR01, ,50,586.37, ,35,410.46, 
2001/02,S08000016, ,65plus years,Female,SMR01, ,75,641.14, ,60,512.91, 
2001/02,S08000017, ,0-17 years,Male,SMR01, ,20,124.3, ,20,124.3, 
2001/02,S08000017, ,0-17 years,Female,SMR01, ,15,97.64, ,15,97.64, 
2001/02,S08000017, ,18-24 years,Male,SMR01, ,5,109.89, ,5,109.89, 
2001/02,S08000017, ,18-24 years,Female,SMR01, ,0,0, ,0,0, 
2001/02,S08000017, ,25-39 years,Male,SMR01, ,10,73.42, ,10,73.42, 
2001/02,S08000017, ,25-39 years,Female,SMR01, ,10,69.01, ,10,69.01, 
2001/02,S08000017, ,40-64 years,Male,SMR01, ,45,180.61, ,35,140.48, 
2001/02,S08000017, ,40-64 years,Female,SMR01, ,45,173.32, ,35,134.81, 
2001/02,S08000017, ,65plus years,Male,SMR01, ,50,412.07, ,35,288.45, 
2001/02,S08000017, ,65plus years,Female,SMR01, ,85,521.12, ,60,367.85, 
2001/02,S08000019, ,0-17 years,Male,SMR01, ,30,94.86, ,30,94.86, 
2001/02,S08000019, ,0-17 years,Female,SMR01, ,10,33.11, ,10,33.11, 
2001/02,S08000019, ,18-24 years,Male,SMR01, ,10,83.96, ,10,83.96, 
2001/02,S08000019, ,18-24 years,Female,SMR01, ,10,82.61, ,10,82.61, 
2001/02,S08000019, ,25-39 years,Male,SMR01, ,20,69.54, ,20,69.54, 
2001/02,S08000019, ,25-39 years,Female,SMR01, ,15,48.4, ,15,48.4, 
2001/02,S08000019, ,40-64 years,Male,SMR01, ,55,123.18, ,50,111.98, 
2001/02,S08000019, ,40-64 years,Female,SMR01, ,30,64.6, ,25,53.84, 
2001/02,S08000019, ,65plus years,Male,SMR01, ,40,228.34, ,35,199.79, 
2001/02,S08000019, ,65plus years,Female,SMR01, ,45,177.59, ,45,177.59, 
2001/02,S08000020, ,0-17 years,Male,SMR01, ,50,86.31, ,50,86.31, 
2001/02,S08000020, ,0-17 years,Female,SMR01, ,50,91.35, ,45,82.22, 
2001/02,S08000020, ,18-24 years,Male,SMR01, ,60,241.95, ,55,221.78, 
2001/02,S08000020, ,18-24 years,Female,SMR01, ,35,152.25, ,30,130.5, 
2001/02,S08000020, ,25-39 years,Male,SMR01, ,80,136.45, ,70,119.39, 
2001/02,S08000020, ,25-39 years,Female,SMR01, ,60,103.41, ,50,86.18, 
2001/02,S08000020, ,40-64 years,Male,SMR01, ,220,257.56, ,170,199.02, 
2001/02,S08000020, ,40-64 years,Female,SMR01, ,110,130.7, ,85,101, 
2001/02,S08000020, ,65plus years,Male,SMR01, ,170,516.84, ,135,410.43, 
2001/02,S08000020, ,65plus years,Female,SMR01, ,200,432.22, ,160,345.77, 
2001/02,S08000022, ,0-17 years,Male,SMR01, ,30,88.21, ,30,88.21, 
2001/02,S08000022, ,0-17 years,Female,SMR01, ,40,126.25, ,40,126.25, 
2001/02,S08000022, ,18-24 years,Male,SMR01, ,35,329.13, ,35,329.13, 
2001/02,S08000022, ,18-24 years,Female,SMR01, ,25,278.86, ,25,278.86, 
2001/02,S08000022, ,25-39 years,Male,SMR01, ,105,358.42, ,70,238.95, 
2001/02,S08000022, ,25-39 years,Female,SMR01, ,50,166.96, ,50,166.96, 
2001/02,S08000022, ,40-64 years,Male,SMR01, ,300,581.8, ,215,416.96, 
2001/02,S08000022, ,40-64 years,Female,SMR01, ,125,238.34, ,90,171.61, 
2001/02,S08000022, ,65plus years,Male,SMR01, ,165,761.88, ,130,600.27, 
2001/02,S08000022, ,65plus years,Female,SMR01, ,175,582.93, ,130,433.03, 
2001/02,S08000024, ,0-17 years,Male,SMR01, ,80,97.18, ,60,72.88, 
2001/02,S08000024, ,0-17 years,Female,SMR01, ,35,44.22, ,30,37.91, 
2001/02,S08000024, ,18-24 years,Male,SMR01, ,25,65.06, ,20,52.05, 
2001/02,S08000024, ,18-24 years,Female,SMR01, ,10,24.93, ,10,24.93, 
2001/02,S08000024, ,25-39 years,Male,SMR01, ,100,110.49, ,80,88.39, 
2001/02,S08000024, ,25-39 years,Female,SMR01, ,50,52.13, ,45,46.92, 
2001/02,S08000024, ,40-64 years,Male,SMR01, ,255,220.15, ,175,151.08, 
2001/02,S08000024, ,40-64 years,Female,SMR01, ,105,86.36, ,85,69.91, 
2001/02,S08000024, ,65plus years,Male,SMR01, ,205,441.87, ,155,334.09, 
2001/02,S08000024, ,65plus years,Female,SMR01, ,375,543.84, ,250,362.56, 
2001/02,S08000025, ,0-17 years,Male,SMR01, ,0,0, ,0,0, 
2001/02,S08000025, ,0-17 years,Female,SMR01, ,5,236.74, ,5,236.74, 
2001/02,S08000025, ,18-24 years,Male,SMR01, ,10,1677.85, ,5,838.93, 
2001/02,S08000025, ,18-24 years,Female,SMR01, ,5,952.38, ,0,0, 
2001/02,S08000025, ,25-39 years,Male,SMR01, ,15,776, ,10,517.33, 
2001/02,S08000025, ,25-39 years,Female,SMR01, ,5,263.71, ,5,263.71, 
2001/02,S08000025, ,40-64 years,Male,SMR01, ,20,594.53, ,15,445.9, 
2001/02,S08000025, ,40-64 years,Female,SMR01, ,10,298.24, ,5,149.12, 
2001/02,S08000025, ,65plus years,Male,SMR01, ,5,363.37, ,5,363.37, 
2001/02,S08000025, ,65plus years,Female,SMR01, ,10,541.42, ,10,541.42, 
2001/02,S08000026, ,0-17 years,Male,SMR01, ,0,0, ,0,0, 
2001/02,S08000026, ,0-17 years,Female,SMR01, ,5,191.28, ,5,191.28, 
2001/02,S08000026, ,18-24 years,Male,SMR01, ,5,578.03, ,5,578.03, 
2001/02,S08000026, ,18-24 years,Female,SMR01, ,5,681.2, ,5,681.2, 
2001/02,S08000026, ,25-39 years,Male,SMR01, ,5,212.31, ,5,212.31, 
2001/02,S08000026, ,25-39 years,Female,SMR01, ,10,441.5, ,10,441.5, 
2001/02,S08000026, ,40-64 years,Male,SMR01, ,20,524.38, ,20,524.38, 
2001/02,S08000026, ,40-64 years,Female,SMR01, ,5,144.51, ,5,144.51, 
2001/02,S08000026, ,65plus years,Male,SMR01, ,5,398.72, ,5,398.72, 
2001/02,S08000026, ,65plus years,Female,SMR01, ,15,818.78, ,10,545.85, 
2001/02,S08000028, ,0-17 years,Male,SMR01, ,10,352.11, ,10,352.11, 
2001/02,S08000028, ,0-17 years,Female,SMR01, ,10,357.53, ,5,178.76, 
2001/02,S08000028, ,18-24 years,Male,SMR01, ,10,1161.44, ,5,580.72, 
2001/02,S08000028, ,18-24 years,Female,SMR01, ,0,0, ,0,0, 
2001/02,S08000028, ,25-39 years,Male,SMR01, ,15,596.9, ,10,397.93, 
2001/02,S08000028, ,25-39 years,Female,SMR01, ,15,618.56, ,10,412.37, 
